,Problem,Answer,Grade
1584,"The ABC children’s program “HOOT HOOT GO!” will have 26 episodes in the present series. Each episode is 5 minutes long. What is the TOTAL time on screen for all these episodes, in hours and minutes? ",130 minutes = 2 hours 10 minutes , 4
1585,"A mechanic’s wage last November was $957.27 each week, while an average self-employed person earned $574.51 per week. What is the difference between these two wages? ",$382.76 difference , 4
1586,"The height of Uluru (used to be known as Ayers Rock) in central Australia is 348 metres. This compares with the height of the Eiffel Tower in Paris, which is 320 metres high. How many metres taller is Uluru than the Eiffel Tower? ","28 metres higher (it’s unbelievable, but true!) ", 4
1587,"It’s “Law Week” this week in some states of Australia. One of the most popular events is the Mock Trial (it’s a pretend trial). If the mock trial begins at 7.30 pm and ends at 9.17 pm, how many minutes does the trial take? ",107 minutes = 1 hour 47 minutes , 4
1588,"A supermarket is selling 170 gram packets of potato chips for half their normal price, at $1.68 per pack. What is their normal price? ",$3.36 , 4
1589,"The Salvation Army’s “RED SHIELD APPEAL” to help the poor and needy is to be held this year (2016) on Sunday 29th May. Can you work out which day of the week, then, June 10th will be? ",A Friday , 4
1590,"Kate, the Duchess of Cambridge, enjoyed a boxing sparring match recently. She is now 34 years old (her birthday is in January). In what year was she born? ",1982 , 4
1591,Blueberry muffins cost $4.80 per dozen at Zac’s local cake shop. What would be the cost of four muffins? ,$1.60 , 4
1592,"The cost of air fares has dropped recently, mainly because the fuel is much cheaper. An air fare to Los Angeles that used to cost $1,280 return is now on sale for just $780 return. How much cheaper is this lower fare? ",$500 , 4
1593,"Lesley’s favourite biscuits come in a 220 gram packet. If the packet contains 11 biscuits, what is the weight of each biscuit, in grams? ",20 grams , 4
1594,"Milk costs continue to be in the news, because dairy farmers are now being paid $5.60 per kg of milk product. But it actually costs them $6.50 per kilogram to produce the milk product. So, if Farmer Joe milks his cows and produces 250 kg of milk product, how much money does he LOSE? ",$225 , 4
1595,"Firewood sells at the supermarket for $11 per 10 kg pack, or at the special price of 3 bundles of 10kg of wood for $30. What is the cheapest price Charles can pay if he buys 5 packs? ",$52 , 4
1596," The greatest annual rainfall in Australia is at Bellenden Ker, Q’ld with 12,461 mm per year. The driest area is in outback Q’ld, with just 125 mm per year. What is the difference between these two rainfall statistics? ","12,336 mm ", 4
1597,"A HUGE cruise ship will use Melbourne docks as a base early in 2018. The ship holds 2,680 paying passengers, and will make a total of 7 separate round-trip cruises. If it is fully booked, how many paying passengers will it carry in total? ","18,760 passengers ", 4
1598,"Two new DVDs just released are called “The Snoopy and Charlie Brown Movie”, and “Alvin the Movie”. They are selling for just $10 each. If Freddie buys both movies, how much change does he get from $50? ",$30 change , 4
1599,Singer Adele last week signed the biggest contract with a studio ever signed. It is with Sony Studios for $180 million. Write that number down in figures. ,"$180,000,000 ", 4
1600,The product of two numbers is 36. One number is 4. What is the other number? ,9 , 4
1601,"Some TELSTRA customers have had trouble with internet break-downs. Some say there were 1 million people who lost internet access. Others say it was 375,000 people. What is the DIFFERENCE between these two numbers? ","625,000 ", 4
1602,"Emma has 2 cats. She takes both cats to the vet for injections. If each injection costs $41.80, how much does she pay altogether? ",$83.60 , 4
1603,Twelve-year-old Tracey is triple the height of her 2-year-old brother Sam. She is 162 centimetres tall. How tall is Sam? ,54 cm , 4
1604,"On “Family Feud” each night, there are 8 contestants. If each of these people gets paid appearance money of $185, how much is paid for appearance fees altogether for the contestants on that particular night? ","$1,480 ", 4
1605,"A faulty clock loses 2 minutes in every hour. If it is showing correct time at 10 am, what time will it be showing at the REAL time of 2 pm? ",1.52 pm , 4
1606,"Junene bought 7 metres of blue ribbon to decorate her bedroom. If she used half of it on the wardrobe doors, how many centimetres of ribbon are left to decorate the windows? ",350 cm , 4
1607,"A boy in China built a Lego model of Nick Wilde, the fox in the Disney “ZOOTOPIA”. It was nearly 2 metres high. How many centimetres is that? ",200 centimetres , 4
1608,"A recent report said that for females, the 6 most common words used on Facebook were: “excited”, “tomorrow”, “tonight”, “sooo”, “ridiculously”, “happy”. How many MORE consonants than vowels are there in those words? ","17 vowels, 26 consonants ", 4
1609,"On the first day of winter, last Wednesday, in one town, the highest temperature was 17oC, and the lowest temperature was 2oC. What was the RANGE of temperatures (“Range” means the highest take away the lowest). ",15oC , 4
1610,"On Masterchef last week, there were the usual 3 compere chefs, and one visiting chef -- Nigella Lawson. If on one night ¼ of these chefs were sick, how many were left to go on the TV show? ",3 chefs , 4
1611,"This week is the first FULL week of winter here in Australia. Winter is in the months June, July and August. How many days is that altogether? ",92 days , 4
1612,"At one school, due to overcrowding, they are thinking of starting classes at 7 am and finishing at 1.30 pm. Then a whole new group of students would then begin classes at 2 pm. If they worked the same number of hours as the first group, at what time would the second group finish their school day? ",8.30 pm , 4
1613,"The new Pokémon game “Sun and Moon” will be released this year for Pokémon’s 20th anniversary! If Pokémon is now 20 years old, in what year did it start? ",1996 , 4
1614,"The cartoon series “The Powerpuff Girls” was first on TV from 1998 to 2005, and started again this year. How many full years was it not on television between 2005 and now? ",10 full years , 4
1615,"In June, 1967, singing group “The Beatles” released their big album, called “Sergeant Pepper’s Lonely Hearts Club Band”. How many MONTHS ago was that? (Your teacher MAY remember this album!) ",588 months , 4
1616,"Some collectable figures based on the movie “FINDING DORY” are now available in the shops for $4.50 each. If Phil has $20 to spend after his birthday, how many of these figures can he buy? ",Phil can buy 4 collectable figures , 4
1617,Huge storms along Australia’s east coast last week saw waves reaching up to six metres high. How many centimetres high is that? ,600 centimetres , 4
1618,"Truffles are a very special, very expensive food delicacy. They can cost around $3,000 per kilogram. How much money would a farmer raise if he or she harvested 25 kilograms of truffles in one year? ","$75,000 in one year ", 4
1619,"They have just released EMOJIS that are based on the image of Justin Bieber. If there are 200 of his emojis, and 125 of them show him smiling, how many do NOT show him smiling? ",75 emojis don’t show him smiling , 4
1620,"In Australia, election campaign day number 29 was on 6th June, 2016. The election is on 2nd July. How many days from 6th June until that election? ",26 days , 4
1621,"The number of Scouts in Australia – both boys and girls – is growing rapidly. There were 66,833 scouts in 2010, but in 2014-15 there were 69,593. What is the DIFFERENCE between these numbers? ","2,760 increase in scout numbers ", 4
1622,"At a busy Australian airport last week, fog prevented 12 flights from taking off. If each of those flights had 186 passengers on board, how many passengers were delayed by the fog? ","2,232 passengers delayed ", 4
1623,The storms down much of Australia’s east coast a week ago caused an estimated seventy million dollars in damage. Write that number in figures. ,"$70,000,000 ", 4
1624,"Pat is reading his book about Mohammed Ali’s life. The book has 148 pages, and he has read exactly half of it already. What page is he now reading? ","Page 75 (he has already read 74 pages, so is reading Page 75) ", 4
1625,"In the USA, Hillary Clinton won the Democrats nomination. She got 67,130 votes, compared to her competitor who got 59,573 votes. By how many votes did she win? ","7,557 votes ", 4
1626,"The voting paper for the Australian election is 95 cm wide, but the little booth for the voter to stand in is just 40 cm wide. How much wider would the booth have to be to allow the voter to spread the voting paper out flat? ",55 cm wider , 4
1627,"For the elections, the big ballot paper measures 95 centimetres across. How many millimetres is that? ",950 mm , 4
1628,Fran’s favourite breakfast cereal Weet-Bix costs $4.50 for a 1.2 kg box. The same box is selling to overseas buyers for $50 per box. How many boxes at our price in Australia could be bought for $50? ,11 boxes , 4
1629,The election next weekend was announced 8 weeks ago. How many days are there in 8 weeks? ,56 days , 4
1630,"The new Disney movie “THE BFG”, released in June 2016, is based on a short story written by Roald Dahl way back in 1975, called “Danny, the Champion of the World”. How many years ago was that? ",41 years ago , 4
1631,"Josh’s mum buys him five pairs of socks. One pair costs $2.85, but a 5-pair pack of socks costs $6.50. How much does she save by buying the pack? ",$7.75 would be saved , 4
1632,"If Peppa Pig eats 2 apples each day, how many apples will she eat in 4 weeks? ",56 apples , 4
1633," Milk is selling at $2 for 2 litres at many supermarkets. Some people are choosing to pay $3 for 2 litres, with the extra money going to the very deserving, hard-working dairy farmers. If in one week a family buys 12 litres of milk at the more expensive price, how much extra are they paying? ",$6 extra , 4
1634,"When it was released, the first “HOME ALONE” movie topped the movie ratings for 12 weeks in a row. How many days are there in 12 weeks? ",84 days , 4
1635,"TV ratings for Masterchef last Tuesday showed 1,040,000 viewers. On Wednesday, Masterchef had 1,062,000 viewers. What is the difference between these two numbers? ","22,000 ", 4
1636,"The new movie “ICE AGE” runs for 1 hour 40 minutes. And the new movie “The BFG” (which stands for “The Big Friendly Giant”) runs for 1 hour 57 minutes. If Becky goes to see these two movies at the theatre at 9.50 am, and they run one after the other with no promos in between, at what time will the movies finish? ",1.27 pm , 4
1637,The 2016 Wimbledon tennis tournament is being played in London right now! In the first round there were 16 men’s and 16 women’s doubles matches (a doubles match has 4 players altogether). How many players played in the first round of doubles matches at Wimbledon? ,128 players , 4
1638,"The cold weather has caused snow to fall in many parts of Australia this past week! If the snow falls over a rectangular area of 10.5 km by 8.2 km, how big is the area covered by that snow? ",86.1 km2 , 4
1639,"The cost of postage stamps in Australia recently increased from 70 cents to $1 per letter. If Jenny mails out 17 invitations to her birthday party, how much extra does she have to pay because of this price increase? ",$5.10 extra , 4
1640,"The maximum temperature in one Australian city over one week were as follows: 12oC, 13 oC, 15 oC, 15 oC, 11 oC, 12 oC and 13 oC. What is the average daily maximum temperature over that week. ",13oC , 4
1641,"The cartoon show “SHAUN THE SHEEP” runs for 9½ minutes. How many complete episodes could be shown, uninterrupted, in 2 hours. ",12 episodes , 4
1642,"The “FRED HOLLOWS FOUNDATION” can restore the eyesight of a person in an under-privileged country for just $25. If Emily’s Year 6 class raises a total of $275 to donate to the Foundation, how many people’s eyesight could be restored? ",11 people , 4
1643,"In Round 16 of the Euro 2016 Soccer Tournament, Iceland’s team has beaten England, 2 goals to 1. What percentage of Iceland’s score did England get? ",50% , 4
1644,"Comedian Billy Crystal is visiting Australia. He was the voice of Mike in the movie “Monsters Inc.” If that movie runs for 1 hour 32 minutes, how many minutes is that altogether? ",92 minutes , 4
1645,"Aussie tennis player Nick Kyrgios was bundled out of the Wimbledon championships last week by Scotsman Andy Murray, with scores of 7-5, 6-1 and 6-4. (In tennis, a score of 7-5 means in that set, the winner won 7 games and the loser won 5 games.) How many games altogether were played in that match? ",29 games altogether , 4
1646,"Postage stamps in Australia are in the shape of a rectangle, and measure 25 mm by 30 mm. What is the perimeter of one of these postage stamps? ",110 mm , 4
1647,"In the old TV series “The Adventures of Superman”, the role of Lois Lane was played by actor Noel Neill, who was born in November, 1920. How old would she be in July, 2016? ",95 years old (she hasn’t had her birthday in 2016 yet!) , 4
1648,"The Salvation Army is encouraging adults to prepare a will, by offering to do it for $70 (it CAN cost hundreds of dollars to get a will prepared by a Solicitor!). How many wills would need to be prepared for the Salvation Army to receive a total of $1,000? ",14 wills , 4
1649,One family in Queensland has placed a 3½-metre high dinosaur figure in their front garden. What is the height of that statue in centimetres? ,350 cm , 4
1650,The unmanned NASA Juno Spacecraft has taken 5 years to travel from earth into orbit around Jupiter. How many months are there in 5 years? ,60 months , 4
1651,"There were 200 children who dressed up in their favourite superhero costumes at a superhero exhibition in Melbourne last week. If each costume cost $35 to hire, how much was spent on those 200 costumes altogether? ","$7,000 ", 4
1652,"If a “Monster High” doll costs $19, how much would buying 3 of them cost? ",$57 , 4
1653,"The new game “Pokémon Go” lets you catch Pokémon in the outside world, using a smartphone. If you had to walk 1 km to catch your first Pokémon, and then 2 km for each of the next 2 Pokémon, how far do you walk altogether to catch all 3? ",5 km , 4
1654,"Taylor Swift flew into Australia on a Qantas jet, rather than her private aeroplane. If a return trip would have cost her $124,000 in her private jet, but the first-class ticket on Qantas cost just $14,675, how much did she save by taking the Qantas flight? ","$109,325 ", 4
1655,"The 2016 Rio Olympic Games begin on Friday, August 5th. How many days AFTER July 20th is that? ",16 days , 4
1656,"The sum of three numbers is 30. If two of those numbers are 13 and 5, what is the third number? ",12 , 4
1657,"In netball, the NSW Swifts easily beat the Vixens with a score of 67 to 53. How many more goals would the Vixens have had to score to win the match, if the Swifts added 3 more goals to their score? ",18 goals , 4
1658,The Australian bike-riding champion Anna Meares will carry the Australian flag in the Rio Olympics. She is 1.65 metres tall. How many centimetres tall is that? ,165 cm , 4
1659,"Scientists observed an aurora at the top of planet Jupiter. Earth has auroras, too. If one of Earth’s auroras has an area of 900km2 and Jupiter’s is 10 times that size, how big is the aurora of Jupiter? ","9,000 km2 ", 4
1660,"If Delta Goodrem (177 cm tall) stood next to the Veronicas (140cm and 147cm tall), how much shorter than the Veronicas’ combined height would Delta be? ",110 cm shorter , 4
1661,"Portugal won the Euro 2016 football final against France this week – but the match was invaded by thousands of moths attracted to the stadium lights! If there were 100 lights and each light attracted 83 moths, how many moths were at the final? ","8,300 moths ", 4
1662,"According to the newspapers, students in Year 3 and Year 4 should be doing 4 hours of homework each week. How many minutes is that in one week? ",240 minutes , 4
1663,"If there are three “Pokemon Go” teams, called “Team Instinct”, “Team Valor” and “Team Mystic”, with 8 players in each team, how many players are there in those teams, altogether? ",24 players , 4
1664,"At one primary school in a quickly-growing suburb, there are not enough chairs for the Year 3 students. There is a total of 63 students in Year 3, but the school only has 38 chairs available. How many more chairs do they need to make sure each student has a chair? ",25 chairs , 4
1665,"Australia beat Sri Lanka in cricket last week, with Stephen O’Keefe taking 10 wickets to let the Aussies win by 162 runs. If Sri Lanka scored 198 runs, how many runs did the Australian team score? ",360 runs , 4
1666,"The “Australian Outback Marathon” takes place on the 30th of July in the Northern Territory, and features a Marathon (42km), a Half Marathon, an 11 km run, and a 6 km run. How long are all the races if you add them together? ",60 km , 4
1667,"In July, 1969, a man first walked on the moon. How many years ago was that? ",47 years , 4
1668,Write down all the ODD numbers between 26 and 38. ,"27, 29, 31, 33, 35, 37 ", 4
1669,"Donna is 158 cm tall. If she stands on a plastic crate that is 29 cm high, how high is the top of her head above floor level? ",187 cm , 4
1670,"If there is a strong wind blowing in a north-easterly direction, and it then changes to the opposite direction, what direction is that? ",South-west , 4
1671,"The “Splendour in the Grass” music festival was on in Byron Bay last week. If Flora planned to see 5 bands each day on Friday, Saturday, and Sunday, but missed one band each day, how many bands did she see at the festival? ",12 bands , 4
1672,"At the Rio de Janeiro Olympics, the Aussie team had a total of 410 competitors. Then the Women’s Eight Rowing Team were added. How many Aussie competitors did that make in total? ",418 , 4
1673,"Coming up on August 24th, FIVE of the planets in our solar system will have orbits that are ALMOST in a straight line when viewed from earth. The planets are Mercury, Venus, Jupiter, Mars and Saturn. How many CONSONANTS are there in these planet names? ",19 consonants , 4
1674,"A new Transformers cartoon, “Combiner Wars” is coming! If each cartoon episode lasts 20 minutes, how long would 8 episodes shown one after the other take to watch? (Answer in hours and minutes) ",2 hours 40 minutes , 4
1675,"The Australian Olympics team had accommodation trouble. Water was running down the walls when they flushed the toilets! If 5L of water came out with each flush, how many litres would have come out if all 4 members of the men’s AND women’s relay teams flush one after the other? ",40 litres , 4
1676,"The new Harry Potter movie called “Fantastic Beasts and Where to Find Them” has a preview that shows monsters escaping from a magical briefcase! If the briefcase can hold 20 monsters, and it takes 3 seconds for each monster to escape, how many would escape in 36 seconds, and how many would be left? ","12 would escape, 8 left ", 4
1677,"With the Rio Olympics just days away, the Australian Women’s 8-member Rowing Team are now able to take part in the Olympics, due to one team being disqualified. If the return air fare for each person is $4,239 what will the total air fare for this team be? ","$33,912 ", 4
1678,"Around Year 10, many girls go to what’s called a Deb Ball. It can cost lots of money. One girl, Rachel, spent $800 on her dress, $400 on dance lessons, $250 on limousine hire, $100 on a hairdo, and $65 on professional make-up. How much LESS than $2,000 did she spend? ","$385 less than $2,000 ", 4
1679,Singing group “Human Nature” is celebrating 20 years of singing. In what year did they begin their entertaining? ,1996 , 4
1680,"The new Harry Potter book sold out within just a few minutes at a huge department store, and Mike got very angry. They had advertised the book at $15, reduced from $45. How much EXTRA did Mike have to pay later to buy the book at full price? ",$30 extra , 4
1681,"Many “Pokemon Go” people were really upset when a Pokemon upgrade wiped out their 3-week scores. How many days’ records, and payments made, were lost for each player? ",21 days’ records , 4
1682,"The Australian Census takes place on Tuesday night, August 9th. If there are 3 people who need to complete the form, and each person takes 28 minutes to fill in their section, how long does it take for the entire form to be completed? ",84 minutes = 1 hour 24 minutes , 4
1683,"The batsuit that Batman wore in the movie “The Dark Knight Rises” is going to auction, and is expected to sell for $100,000. If the batsuit cost $1,896 to make originally, how much “profit” will be made from the sale of the suit at auction? ","$98,104 ", 4
1684,"The Australian Olympic Water Polo team are sick, and can only swim half as far as normal in training! If each of the 7 team members normally swims 2 km per day in training, how far do the sick team members swim in training altogether in one day? ",7 kilometres altogether , 4
1685,"The new Australian census happens this week! If there are 5 adults in your house, 11 questions each adult must answer, and it takes 2 minutes for each question, how many minutes would it take for all the adults to complete the census form? (Answer in hours and minutes) ",110 minutes = 1 hour 50 minutes , 4
1686,"There are 4 Ghostbusters in the new Ghostbusters movie, which runs for 116 minutes. If no ghosts get caught for the first 16 minutes of the movie, how many ghosts get caught if, after that, they EACH catch one ghost every 5 minutes? ",80 ghosts , 4
1687,John Farnham and Olivia Newton-John have teamed for concerts in ,$24 per month , 4
1688,"A bookstore sold 7 copies of the latest Harry Potter book at the full price of $45, and they sold another 4 copies on special at half price. How much money did they collect from those book sales altogether? ",$405 , 4
1689,"Father’s Day is coming – on 4th September. One lovely gift for Dad on the internet is a drinking mug labelled “2 Reasons Why I Love Being a Dad”. (Draw your own family pics!) It costs $19.95, plus $7 postage. If YOU buy a mug for $2.80 and write the words yourself, how much money do you save by making his gift yourself? ",$24.15 saved , 4
1690,"At the time of writing, we’re proud that Australia has won 4 gold medals, 0 silver medals, and 5 bronze medals at the Olympics. If the USA has won 10 gold, 11 silver, and 9 bronze, how many fewer medals does Australia have than the USA? ",21 fewer medals , 4
1691,A small earthquake at Warragul last week was centred 10 kilometres below ground. How many METRES below ground is that? Write your answer in figures. ,"10,000 metres ", 4
1692,American swimmer Michael Phelps won the 23rd gold medal of his Olympic career last week. Write that number in Roman Numerals. ,XXIII , 4
1693,“PAX” is a book about a boy and his pet fox. It costs $23.99. Ann earns weekly pocket money of $4.50. How many weeks will she need to wait to buy the book? ,6 weeks , 4
1694,"The ABC’s “PLAYSCHOOL” has 2 presenters in each program, and 5 programs per week are made, each with different presenters. If each presenter is paid $2,500 per program, how much does the ABC pay presenters over one week? ","$25,000 ", 4
1695," American basketball champion Michael Jordan has made a huge donation of $6½ million dollars, to go towards an African-American history museum. Write that donation in figures. ","$6,500,000 ", 4
1696,Jenny’s SQUARE swimming pool has a perimeter of 20 metres. How long is each side of the pool? ,Side length is 5 metres , 4
1697,"During Book Week last week, a book store sold a “Star Wars Craft Kit” at a price $12.99, or a special price of 2 kits for $12 each if bought together. What would be the cheapest price to buy 5 kits? ",$36.99 , 4
1698,"“Daffodil Day”, on 26th August, is when the Cancer Council raises money to fight against cancer. Zac and his 5 friends each buy a $5 daffodil pin and Zac also buys buys a $10 teddy bear. How much money is donated by them altogether? ",$40 , 4
1699,A plastic ruler measures 30 cm long. How many rulers would need to be put end-to-end to measure the length of a box that is 2 metres long? ,7 rulers , 4
1700,The weight of an Olympic gold medal is 412 grams. How many gold medals would be needed to weigh at least 3 kilograms? ,8 medals , 4
1701,A special half price offer on chocolate frogs at the supermarket is selling a packet of 15 frogs for $2.29. What is the USUAL price of this packet of chocolate frogs? ,$4.58 per pack , 4
1702,"Last week, August 13th to 21st, was National Science Week around Australia. Mac’s class did 2 experiments each school day of the week. How many experiments did they attempt altogether? ",10 experiments , 4
1703,Jenny’s mum bought 2½ dozen eggs to make a HUGE birthday cake. How many eggs is that? ,30 eggs , 4
1704," A box of 100 teabags costs $3.80, but a smaller box of 25 teabags costs $1.40. How much money can be saved by buying the larger box rather than 4 smaller boxes? ",Save $1.80 , 4
1705,The difference between two numbers is 14. What may those numbers be? ,Various answers , 4
1706,"Isobel, the School Crossing Supervisor, sometimes gives each child 3 lollies if they cross correctly. Last Friday, 87 children crossed in the morning, and 84 children crossed in the afternoon. How many lollies did she give out altogether on that day? ",513 lollies , 4
1707,"Prince Harry challenged USA running champion Usain Bolt to a sprint. But Prince Harry cheated by giving himself a 38-metre start. How much start is that, in centimetres? ","3,800 centimetres ", 4
1708,"The TV show Sesame Street features a lot of different characters, with one of them being Elmo! If Elmo says he is three and a half years old, and you’re doing this question on September 1st 2016, when would he have been born? ","March 1, 2013 ", 4
1709,"The Olympic Games have just ended! If they started on the 5th of August and ended on the 21st of August, how many weeks and days did they go for? ",2 weeks 2 days , 4
1710,JK Rowling has announced three new Harry Potter books full of short stories that will be out soon! She’s said that each book will cost about $5. How much money would you need to buy a set of all three copies for each of you -- yourself and two friends? ,$45 , 4
1711,"For Father’s Day, Jodie and Josh gave their dad a whacky gift – a Star Wars droid that cost $89.97. If they’d saved $8 per week each to pay for it, how many weeks did they save to pay for it? ",6 weeks , 4
1712,"Spring is about to start, lasting from the start of September until the end of November. If it rains on half of the days during Spring, for how many days will it rain? ",46 days , 4
1713,"Firefighters want to raise money for charity, by climbing 28 floors in a tall building. If there are 500 firefighters taking part, how many floors in the building will be climbed altogether? ","14,000 floors ", 4
1714,"At last, the 11 secret herbs and spices in KFC has been found (maybe!). Of the 11 on the list, 3 were a type of salt. How many of the 11 ingredients were NOT salt? ",8 ingredients , 4
1715,"Australia now has a new $5 note, which was released last Thursday. The Government has printed 170 million of these new $5 notes. Write that number down in figures. ","170,000,000 ", 4
1716,One father of 5 children was given a nice present for Father’s Day. Each of the children put in $11.50 so that they could give a combined gift of a new golf club jacket? How much did the jacket cost? ,$57.50 , 4
1717,"Rihanna won the MTV music awards’ “Video Vanguard” for being such a successful artist over the last 11 years. If she’s 28 years old now, how old was she when she had her first song, and in what year was it released? ",17 years’ old , 4
1718,"Last week, the weather bureau gave a forecast that was a bit strange. They said that the following day, there would be sun shining from 20 past 10 in the morning until 10 past 2 that afternoon. For how long was that time of sunshine? ",3 hours and 50 minutes , 4
1719,"Narelle bought 5 pens for $2 at a market. If she had bought 30 pens at the same price, how much would she have had to spend? ",$12 , 4
1720,"In the cartoon Sarah and Duck, Sarah is 7 years old and Duck is 2 years old. When Sarah turns 10, how old will Duck be at that stage? ",5 years’ old , 4
1721,"The Wiggles have been playing together as a band since 1991. If they’ve made 2 DVDs every year since then, how many DVDs have they made? ",50 DVDs , 4
1722,"The Australian Olympics team plan to have a Welcome Home Parade in the capital city of each state and territory. If it takes 1½ hours for each parade from start to finish, what is the total time of all the parades? ",8 x 1.5 = 12 hours of parade , 4
1723,"The experts say that a toddler will add about 5 new words to their vocabulary every day. At that rate, how many more words will a toddler have at the end of September than they had at the start? ",150 new words , 4
1724,What is the product of all the numbers BETWEEN 3 and 7? ,120 , 4
1725,"Last Thursday was “R U OK” Day around Australia. If the words that R U OK were written out in full on 6 separate advertising signs, how many letters would that be altogether? ",48 letters , 4
1726,"In the new cartoon movie “The Secret Life of Pets”, there is a total of 6 cats and 8 dogs involved in many amazing scenes. Cats have 18 toes, and dogs have 16 toes, so how many toes did these animals have altogether? ",236 toes , 4
1727,"Justin Bieber recently bought a take-away lunch. But when he went to pay for it, his credit card was declined. So a fan of Justin’s paid the $10.50 for the lunch. How much change did Justin’s fan get from a $50 note? ",$39.50 change , 4
1728,"Pop music genius Molly Meldrum says he is a sucker for buying vacuum cleaners. He now has 4 of them, and each one cost $69.95. What was the total price of those vacuum cleaners? ",$279.80 , 4
1729,"A new mobile phone App (it’s free!) called “One Touch Tennis” is fun to play, and teaches you great timing. If each level takes you 1½ minutes to succeed, how long would it take to get to Level 6? ","7 ½ minutes to get to Level 6, 9 minutes to finish Level 6 ", 4
1730,"The “Tweety Bird” show bag at the Royal Show costs $30. It contains 12 fun items. If each of those items is worth the same amount, how much is each item worth? ",$2.50 each , 4
1731,"The new “Family Feud” edition of the game is now available for $29.95 plus $7.95 postage. If Sammy bought 2 sets of the game, and they only charged one postage fee, what was the total amount Sammy had to pay? ",$67.85 , 4
1732,"At Steve’s local car parts shop, their hours of opening are as follows: Mon-Fri 9am-9pm, Sat 9am-5pm, Sun 9 am-4 pm. For how many hours are they open each week? ",75 hours per week , 4
1733,"Eyesight specialists have said that children should play outside for at least 1½ hours each day, to prevent them becoming short sighted. How many minutes is that? ",90 minutes each day , 4
1734,"In the 2016 Paralympics, Australia has won 51 medals at the time of writing. If each medal costs $10 to make, what is the total cost of making these 51 medals? ",$510 , 4
1735,"Arnotts is bringing back the old flavour of pizza “Shapes”. Supermarkets are trying to sell off boxes of the new flavour cheaply. If boxes of ”Shapes” are 2 for $4, how many boxes could you buy for $20? ",10 boxes , 4
1736,"The well-loved spread “Nutella” now comes with 5 new labels. The labels say “Family”, “I Love You”, “Friends”, “Smile” and “Enjoy”. A 400 gram jar of Nutella costs $4.99. How much would it cost to buy all 5 labelled jars at that price? ",$24.95 , 4
1737,"The longest highway in Australia is Highway 1, at a length of 14,500 km. The shortest highway is the Chandler Highway in Melbourne, which is 2 km long. What is the difference between the longest and shortest highway lengths? ","14,498 km difference ", 4
1738,"In the Cash Cow segment on Channel 7 recently, one lucky family won $80,000. If they plan to invest half of that prize, how much will they invest? ","$40,000 ", 4
1739,"A new upgrade on some mobile phones allows some fun “stickers” to come up on the screen. Mario Brothers images are a popular favourite. If 100 people choose their favourite cartoon characters, and of those, 35 people chose Mario Bros, how many people DIDN’T choose Mario Bros? ",65 people , 4
1740,"In Australia, 7 million people are using Instagram on their phones. Write that number in figures. ","7,000,000 ", 4
1741,The world’s largest meteorite crater is in central Australia. It is split into 2 parts. Each part is 9½ km wide. What is the total width of the crater? ,19 kilometres , 4
1742,"The sum of three numbers is 41. If one of the numbers is 19, and another is 4, what is the other number? ",18 , 4
1743,"The Sydney Mounted Police Force recently adopted a pet cat named Troop Cat Ed to keep their horse stables free of mice! If the stables have 50 mice, and Troop Cat Ed catches 6 mice per day, how many mice will be left after a week? ",8 mice remain , 4
1744,"The recent winds in South Australia were has high as 140 kilometres per hour. If the wind was blowing at that speed, what distance would a piece of paper blow in half an hour? ",70 kilometres , 4
1745,"Recent research in Queensland has found that budgerigars ALWAYS turn right to avoid a collision with another bird. If Brave Bertie the budgie is flying east, and he has to turn to avoid a collision with Babs, the beautiful budgie, in what direction will Bertie now be flying? ",South , 4
1746,"People used to pay lots of bills by cheque (not so much now!). The banks are planning to increase the cost per cheque from 70 cents to $1.50. If Michelle pays 7 bills using separate cheques, how much EXTRA will she have to pay, at the new, higher charge? ",$5.60 extra , 4
1747,"In the cartoon show “The Lion Guard”, the enemy is a group of hyenas. Their names are Janja, Cheezi, Chungu, Nne and Tano. If the 5 hyena names are put in alphabetical order, which hyena is fourth? ",Nne , 4
1748,"A new mobile phone game is called “SUPER PHANTOM CAT”. It’s a type of Super Mario game, but with a cat hero! The new game is free, but the Super Mario game costs $7.95. How much change from $20 if you buy both games? ",$12.05 change , 4
1749,"If you’re going on holiday to Perth, you’ll be 2 hours behind Eastern Australian time. If the NRL Grand Final starts at 7:15 pm, Eastern Australian time, what time would you need to watch it if you’re in Sydney? ",9.15 pm Perth time , 4
1750,A special 1-litre can contains 956 jelly beans. How many jelly beans would there be altogether in 5 of these cans? ,"4,780 jelly beans ", 4
1751,"While watching Peppa Pig on TV, Jenny’s baby brother Mike, who was teething, dribbled five times in the first minute, twice in the second minute and three times in the fourth minute of the program. How many times did Mike dribble altogether? ",10 times , 4
1752,"Ford last week stopped making cars in Australia. As a thank you to Ford workers, they were paid a bonus of four weeks’ pay for every year they worked there. If Anna’s dad had worked there for 14 years, how many extra weeks’ pay would he receive? ",56 weeks’ pay , 4
1753,"Justin Bieber plans to have some concerts in Australia in March, 2017. How many DAYS will there be BETWEEN 31st October 2016 and 1st March 2017? ",120 days , 4
1754,Daniel Ricciardo won the Grand Prix last week in Malaysia. His winning time was 1 hour 37 minutes. How many minutes is that altogether? ,97 minutes , 4
